Flywheel Setpoint,Flywheel Speed
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,0
50,14.5751242
50,14.5751242
50,14.5751242
50,14.5751242
50,14.5751242
50,18.84710381
50,18.84710381
50,18.84710381
50,18.84710381
50,18.84710381
50,22.06991528
50,22.06991528
50,22.06991528
50,22.06991528
50,24.76123975
50,24.76123975
50,24.76123975
50,27.06953351
50,27.06953351
50,27.06953351
50,27.06953351
50,29.09560671
50,29.09560671
50,29.09560671
50,30.94787141
50,30.94787141
50,30.94787141
50,32.6150414
50,32.6150414
50,32.6150414
50,34.19756274
50,34.19756274
50,34.19756274
50,35.63677573
50,35.63677573
50,35.63677573
50,36.98231691
50,36.98231691
50,38.2369698
50,38.2369698
50,38.2369698
50,39.44244164
50,39.44244164
50,40.57684036
50,40.57684036
50,40.57684036
50,41.67752019
50,41.67752019
50,42.70511266
50,42.70511266
50,43.69521712
50,43.69521712
50,44.64813918
50,44.64813918
50,44.64813918
50,45.51713151
50,45.51713151
50,46.45285964
50,46.45285964
50,47.22907044
50,47.22907044
50,48.03800767
50,48.03800767
50,48.83587483
50,48.83587483
50,49.58841615
50,49.58841615
50,50.25188759
50,50.25188759
50,50.39941537
50,50.39941537
50,50.28916269
50,50.28916269
50,50.18115397
50,50.18115397
50,50.10384021
50,50.10384021
50,49.99400072
50,49.99400072
50,49.84361566
50,49.84361566
50,49.73466556
50,49.73466556
50,49.55254056
50,49.55254056
50,50.03464899
50,50.03464899
50,50.78088303
50,50.78088303
50,50.62599037
50,50.62599037
50,50.47356825
50,50.47356825
50,50.32383387
50,50.32383387
50,50.24847873
50,50.24847873
50,50.13486278
50,50.13486278
50,49.98662858
50,49.98662858
50,49.91726214
50,49.91726214
50,49.80836233
50,49.80836233
50,49.70043065
50,49.70043065
50,50.06884466
50,50.06884466
50,50.82592122
50,50.82592122
50,50.78526719
50,50.78526719
50,50.40779909
50,50.40779909
50,50.32889936
50,50.32889936
50,50.21567633
50,50.21567633
50,50.06746591
50,50.06746591
50,49.99700018
50,49.99700018
50,49.88327314
50,49.88327314
50,49.73862353
50,49.73862353
50,49.66661286
50,49.66661286
50,49.92199688
50,49.92199688
50,50.74532192
50,50.74532192
50,51.24210872
50,51.24210872
50,51.39644131
50,51.39644131
50,51.20262157
50,51.20262157
50,51.12592059
50,51.12592059
50,51.04840665
50,51.04840665
50,50.93504
50,50.93504
50,50.78578303
50,50.78578303
50,50.67396372
50,50.67396372
50,50.59883724
50,50.59883724
50,50.48019283
50,50.40563938
50,50.40563938
50,50.40563938
50,50.25517063
50,50.14278157
50,50.14278157
50,50.07247991
50,50.07247991
50,49.92336763
50,49.92336763
50,49.92336763
50,49.85119419
50,49.85119419
50,49.73837614
50,49.73837614
50,49.88364639
50,50.67062573
50,50.67062573
50,51.36120021
50,51.36120021
50,51.79696625
50,51.79696625
50,51.71553354
50,51.71553354
50,51.63475639
50,51.63475639
50,51.47634147
50,51.47634147
50,51.40198926
50,51.40198926
50,51.28704848
50,51.28704848
50,51.16974026
50,51.16974026
50,51.05049149
50,51.05049149
50,50.97437518
50,50.97437518
50,50.82320893
50,50.82320893
50,50.74532192
50,50.74532192
50,50.62957881
50,50.62957881
50,50.48528985
50,50.48528985
50,50.45090496
50,50.45090496
50,50.29270353
50,50.29270353
50,50.17687348
50,50.17687348
50,50.10258504
50,50.10258504
50,49.95703695
50,49.95703695
50,49.84721828
50,49.84721828
50,49.77427367
50,49.77427367
50,49.69684922
50,49.69684922
50,50.32548004
50,50.32548004
50,51.05023087
50,51.05023087
50,51.0517946
50,51.0517946
50,50.89680164
50,50.89680164
50,50.81972212
50,50.81972212
50,50.70505377
50,50.70505377
50,50.59512516
50,50.59512516
50,50.51831794
50,50.36793779
50,50.36793779
50,50.36793779
50,50.29358882
50,50.29358882
50,50.17901363
50,50.17901363
50,50.0692207
50,50.0692207
50,49.95828483
50,49.95828483
50,49.85305811
50,49.85305811
50,49.70438318
50,49.70438318
50,49.52284737
50,49.52284737
50,49.96240329
50,49.96240329
50,50.71083919
50,50.71083919
50,50.86288891
50,50.86288891
50,50.82256319
50,50.67036898
50,50.67036898
50,50.63342414
50,50.63342414
50,50.48299606
50,50.48299606
50,50.37123601
50,50.37123601
50,50.25289771
50,50.25289771
50,50.17863594
50,50.17863594
50,50.06784193
50,50.06784193
50,49.91788508
50,49.91788508
50,49.84448521
50,49.84448521
50,49.73652078
50,49.73652078
50,49.88401965
50,49.88401965
50,50.47802691
50,50.47802691
50,51.08543784
50,51.08543784
50,51.08595979
50,51.08595979
50,50.93452113
50,50.93452113
50,50.8578447
50,50.8578447
50,50.78165665
50,50.78165665
50,50.66626134
50,50.66626134
50,50.51742472
50,50.51742472
50,50.4798106
50,50.4798106
50,50.3267464
50,50.3267464
50,50.21214632
50,50.21214632
50,50.13976459
50,50.13976459
50,50.02638892
50,50.02638892
50,49.91427224
50,49.91427224
50,49.81096738
50,49.81096738
50,49.69771366
50,49.69771366
50,50.13875902
50,50.13875902
50,50.84905205
50,50.84905205
50,51.0883087
50,51.0883087
50,50.89317523
50,50.89317523
50,50.85487037
50,50.85487037
50,50.73914246
50,50.73914246
50,50.58898223
50,50.58898223
50,50.51844555
50,50.51844555
50,50.40538531
50,50.40538531
50,50.32801282
50,50.32801282
50,50.17360066
50,50.17360066
50,50.10120443
50,50.10120443
50,49.99075171
50,49.99075171
50,49.87804817
50,49.87804817
50,49.766347
50,49.766347
50,49.65933695
0,49.65933695
0,50.1392618
0,50.1392618
0,50.36704988
0,50.36704988
0,50.21718934
0,50.21718934
0,50.17951722
0,50.17951722
0,49.99462558
0,49.99462558
0,49.95192128
0,49.95192128
0,49.80861041
0,49.80861041
0,49.70018364
0,49.70018364
0,49.62520563
0,49.62520563
0,49.51794283
0,49.51794283
0,49.37089142
0,49.37089142
0,49.30200684
0,49.30200684
0,49.19516707
0,49.19516707
0,49.05988986
0,49.05988986
0,48.98922972
0,48.98922972
0,48.87955832
0,48.87955832
0,48.73674361
0,48.73674361
0,48.66748428
0,48.66748428
0,48.5263753
0,48.5263753
0,48.45700773
0,48.45700773
0,48.32505364
0,48.32505364
0,48.32505364
0,48.18638494
0,48.18638494
0,48.119143
0,48.119143
0,48.01229115
0,48.01229115
0,47.87804504
0,47.87804504
0,47.81040307
0,47.81040307
0,47.67364529
0,47.67364529
0,47.57068409
0,47.57068409
0,47.43776758
0,47.43776758
0,47.37495381
0,47.37495381
0,47.24056075
0,47.24056075
0,47.24056075
0,47.14023749
0,47.14023749
0,47.00938072
0,47.00938072
0,46.91025599
0,46.91025599
0,46.81582188
0,46.81582188
0,46.68436004
0,46.68436004
0,46.58356159
0,46.58356159
0,46.49076112
0,46.49076112
0,46.49076112
0,46.36466271
0,46.36466271
0,46.23753609
0,46.23753609
0,46.14451076
0,46.14451076
0,46.04899613
0,46.04899613
0,45.95250349
0,45.95250349
0,45.79582846
0,45.79582846
0,45.70791273
0,45.70791273
0,45.70791273
0,45.61565164
0,45.61565164
0,45.49166252
0,45.49166252
0,45.4007868
0,45.4007868
0,45.27714138
0,45.27714138
0,45.27714138
0,45.15508514
0,45.15508514
0,45.06707107
0,45.06707107
0,44.94543624
0,44.94543624
0,44.82887697
0,44.82887697
0,44.7414281
0,44.7414281
0,44.7414281
0,44.62233884
0,44.62233884
0,44.50695199
0,44.50695199
0,44.38890899
0,44.38890899
0,44.27002056
0,44.27002056
0,44.27002056
0,44.15381423
0,44.15381423
0,44.06897676
0,44.06897676
0,43.95179367
0,43.95179367
0,43.95179367
0,43.81343364
0,43.81343364
0,43.73161905
0,43.73161905
0,43.61688671
0,43.61688671
0,43.47570903
0,43.47570903
0,43.47570903
0,43.37077677
0,43.37077677
0,43.25905033
0,43.25905033
0,43.14594331
0,43.14594331
0,43.14594331
0,43.03629681
0,43.03629681
0,42.92886472
0,42.92886472
0,42.76620358
0,42.76620358
0,42.76620358
0,42.71532797
0,42.71532797
0,42.54794089
0,42.54794089
0,42.4670827
0,42.4670827
0,42.4670827
0,42.33243236
0,42.33243236
0,42.25203338
0,42.25203338
0,42.25203338
0,42.09551472
0,42.09551472
0,42.01671845
0,42.01671845
0,41.88683434
0,41.88683434
0,41.88683434
0,41.75504819
0,41.75504819
0,41.65555852
0,41.65555852
0,41.65555852
0,41.55127531
0,41.55127531
0,41.4522377
0,41.4522377
0,41.32154567
0,41.32154567
0,41.32154567
0,41.19583263
0,41.19583263
0,41.09949365
0,41.09949365
0,41.09949365
0,40.99620785
0,40.99620785
0,40.87463545
0,40.87463545
0,40.87463545
0,40.77854396
0,40.77854396
0,40.65478598
0,40.65478598
0,40.53128407
0,40.53128407
0,40.53128407
0,40.4570023
0,40.4570023
0,40.31128373
0,40.31128373
0,40.31128373
0,40.19381457
0,40.19381457
0,40.09775833
0,40.09775833
0,40.09775833
0,39.98224788
0,39.98224788
0,39.8653349
0,39.8653349
0,39.8653349
0,39.74807669
0,39.74807669
0,39.63346967
0,39.63346967
0,39.63346967
0,39.51413421
0,39.51413421
0,39.51413421
0,39.40048226
0,39.40048226
0,39.2878681
0,39.2878681
0,39.2878681
0,39.17466809
0,39.17466809
0,39.05647371
0,39.05647371
0,39.05647371
0,38.92262183
0,38.92262183
0,38.83193538
0,38.83193538
0,38.83193538
0,38.69572199
0,38.69572199
0,38.69572199
0,38.56581449
0,38.56581449
0,38.47544882
0,38.47544882
0,38.47544882
0,38.34745478
0,38.34745478
0,38.21877574
0,38.21877574
0,38.21877574
0,38.12973643
0,38.12973643
0,38.12973643
0,37.97898623
0,37.97898623
0,37.87161522
0,37.87161522
0,37.87161522
0,37.76285306
0,37.76285306
0,37.76285306
0,37.63614877
0,37.63614877
0,37.5131765
0,37.5131765
0,37.5131765
0,37.38618244
0,37.38618244
0,37.38618244
0,37.28345304
0,37.28345304
0,37.15987106
0,37.15987106
0,37.15987106
0,37.05913526
0,37.05913526
0,37.05913526
0,36.91719289
0,36.91719289
0,36.79873118
0,36.79873118
0,36.79873118
0,36.70162496
0,36.70162496
0,36.70162496
0,36.58213146
0,36.58213146
0,36.58213146
0,36.46268227
0,36.46268227
0,36.32823285
0,36.32823285
0,36.32823285
0,36.22991504
0,36.22991504
0,36.22991504
0,36.11425104
0,36.11425104
0,36.11425104
0,35.99932321
0,35.99932321
0,35.86671927
0,35.86671927
0,35.86671927
0,35.75086651
0,35.75086651
0,35.75086651
0,35.64039554
0,35.64039554
0,35.64039554
0,35.50650923
0,35.50650923
0,35.50650923
0,35.39403292
0,35.39403292
0,35.26192558
0,35.26192558
0,35.26192558
0,35.15099108
0,35.15099108
0,35.15099108
0,35.02792601
0,35.02792601
0,35.02792601
0,34.89901969
0,34.89901969
0,34.89901969
0,34.79277424
0,34.79277424
0,34.79277424
0,34.65213587
0,34.65213587
0,34.65213587
0,34.54661029
0,34.54661029
0,34.54661029
0,34.40682631
0,34.40682631
0,34.40682631
0,34.28303041
0,34.28303041
0,34.18002963
0,34.18002963
0,34.18002963
0,34.02761
0,34.02761
0,34.02761
0,33.92389175
0,33.92389175
0,33.92389175
0,33.79000525
0,33.79000525
0,33.79000525
0,33.67054383
0,33.67054383
0,33.67054383
0,33.52133214
0,33.52133214
0,33.52133214
0,33.42000254
0,33.42000254
0,33.42000254
0,33.28789536
0,33.28789536
0,33.28789536
0,33.14204848
0,33.14204848
0,33.14204848
0,33.01343317
0,33.01343317
0,33.01343317
0,32.88516337
0,32.88516337
0,32.88516337
0,32.76915767
0,32.76915767
0,32.76915767
0,32.61105286
0,32.61105286
0,32.61105286
0,32.61105286
0,32.49005398
0,32.49005398
0,32.49005398
0,32.35031509
0,32.35031509
0,32.35031509
0,32.22625408
0,32.22625408
0,32.22625408
0,32.10262567
0,32.10262567
0,32.10262567
0,31.96701005
0,31.96701005
0,31.96701005
0,31.83273806
0,31.83273806
0,31.83273806
0,31.71285909
0,31.71285909
0,31.71285909
0,31.57866482
0,31.57866482
0,31.57866482
0,31.57866482
0,31.4463431
0,31.4463431
0,31.4463431
0,31.3176265
0,31.3176265
0,31.3176265
0,31.18655485
0,31.18655485
0,31.18655485
0,31.05758853
0,31.05758853
0,31.05758853
0,30.91500692
0,30.91500692
0,30.91500692
0,30.91500692
0,30.8019282
0,30.8019282
0,30.8019282
0,30.65185773
0,30.65185773
0,30.65185773
0,30.53999288
0,30.53999288
0,30.53999288
0,30.53999288
0,30.38733213
0,30.38733213
0,30.38733213
0,30.27976993
0,30.27976993
0,30.27976993
0,30.12982944
0,30.12982944
0,30.12982944
0,29.99508081
0,29.99508081
0,29.99508081
0,29.99508081
0,29.87736834
0,29.87736834
0,29.87736834
0,29.71989004
0,29.71989004
0,29.71989004
0,29.71989004
0,29.60519986
0,29.60519986
0,29.60519986
0,29.45204471
0,29.45204471
0,29.45204471
0,29.33445978
0,29.33445978
0,29.33445978
0,29.33445978
0,29.18302132
0,29.18302132
0,29.18302132
0,29.05692833
0,29.05692833
0,29.05692833
0,29.05692833
0,28.9090867
0,28.9090867
0,28.9090867
0,28.77072751
0,28.77072751
0,28.77072751
0,28.77072751
0,28.62606346
0,28.62606346
0,28.62606346
0,28.4938845
0,28.4938845
0,28.4938845
0,28.4938845
0,28.35061776
0,28.35061776
0,28.35061776
0,28.19585972
0,28.19585972
0,28.19585972
0,28.19585972
0,28.05446494
0,28.05446494
0,28.05446494
0,27.90497797
0,27.90497797
0,27.90497797
0,27.90497797
0,27.76829028
0,27.76829028
0,27.76829028
0,27.76829028
0,27.60829353
0,27.60829353
0,27.60829353
0,27.46343587
0,27.46343587
0,27.46343587
0,27.46343587
0,27.32124732
0,27.32124732
0,27.32124732
0,27.32124732
0,27.17764258
0,27.17764258
0,27.17764258
0,27.02421505
0,27.02421505
0,27.02421505
0,27.02421505
0,26.88417759
0,26.88417759
0,26.88417759
0,26.88417759
0,26.73364335
0,26.73364335
0,26.73364335
0,26.73364335
0,26.58715335
0,26.58715335
0,26.58715335
0,26.44075684
0,26.44075684
0,26.44075684
0,26.44075684
0,26.29758877
0,26.29758877
0,26.29758877
0,26.29758877
0,26.13524992
0,26.13524992
0,26.13524992
0,26.13524992
0,26.00252745
0,26.00252745
0,26.00252745
0,26.00252745
0,25.83508689
0,25.83508689
0,25.83508689
0,25.83508689
0,25.69756027
0,25.69756027
0,25.69756027
0,25.5429799
0,25.5429799
0,25.5429799
0,25.5429799
0,25.38892662
0,25.38892662
0,25.38892662
0,25.38892662
0,25.24901844
0,25.24901844
0,25.24901844
0,25.24901844
0,25.08960124
0,25.08960124
0,25.08960124
0,25.08960124
0,24.95062894
0,24.95062894
0,24.95062894
0,24.95062894
0,24.7950995
0,24.7950995
0,24.7950995
0,24.7950995
0,24.63506235
0,24.63506235
0,24.63506235
0,24.63506235
0,24.63506235
0,24.50046612
0,24.50046612
0,24.50046612
0,24.50046612
0,24.33371253
0,24.33371253
0,24.33371253
0,24.33371253
0,24.17701443
0,24.17701443
0,24.17701443
0,24.17701443
0,24.02151367
0,24.02151367
0,24.02151367
0,24.02151367
0,23.87780296
0,23.87780296
0,23.87780296
0,23.87780296
0,23.71874314
0,23.71874314
0,23.71874314
0,23.71874314
0,23.71874314
0,23.55232679
0,23.55232679
0,23.55232679
0,23.55232679
0,23.40369263
0,23.40369263
0,23.40369263
0,23.40369263
0,23.23768316
0,23.23768316
0,23.23768316
0,23.23768316
0,23.23768316
0,23.09482156
0,23.09482156
0,23.09482156
0,23.09482156
0,22.92907464
0,22.92907464
0,22.92907464
0,22.92907464
0,22.75983481
0,22.75983481
0,22.75983481
0,22.75983481
0,22.75983481
0,22.61532686
0,22.61532686
0,22.61532686
0,22.61532686
0,22.4337727
0,22.4337727
0,22.4337727
0,22.4337727
0,22.4337727
0,22.28687893
0,22.28687893
0,22.28687893
0,22.28687893
0,22.12129994
0,22.12129994
0,22.12129994
0,22.12129994
0,22.12129994
0,21.95565616
0,21.95565616
0,21.95565616
0,21.95565616
0,21.79444569
0,21.79444569
0,21.79444569
0,21.79444569
0,21.79444569
0,21.62508163
0,21.62508163
0,21.62508163
0,21.62508163
0,21.62508163
0,21.45881303
0,21.45881303
0,21.45881303
0,21.45881303
0,21.29009457
0,21.29009457
0,21.29009457
0,21.29009457
0,21.29009457
0,21.11118735
0,21.11118735
0,21.11118735
0,21.11118735
0,21.11118735
0,20.95379583
0,20.95379583
0,20.95379583
0,20.95379583
0,20.95379583
0,20.77967415
0,20.77967415
0,20.77967415
0,20.77967415
0,20.60772171
0,20.60772171
0,20.60772171
0,20.60772171
0,20.60772171
0,20.43380978
0,20.43380978
0,20.43380978
0,20.43380978
0,20.43380978
0,20.26239805
0,20.26239805
0,20.26239805
0,20.26239805
0,20.26239805
0,20.08899424
0,20.08899424
0,20.08899424
0,20.08899424
0,20.08899424
0,19.9055878
0,19.9055878
0,19.9055878
0,19.9055878
0,19.9055878
0,19.73827053
0,19.73827053
0,19.73827053
0,19.73827053
0,19.73827053
0,19.55538868
0,19.55538868
0,19.55538868
0,19.55538868
0,19.55538868
0,19.55538868
0,19.37569571
0,19.37569571
0,19.37569571
0,19.37569571
0,19.37569571
0,19.19879585
0,19.19879585
0,19.19879585
0,19.19879585
0,19.19879585
0,19.01044909
0,19.01044909
0,19.01044909
0,19.01044909
0,19.01044909
0,18.83159376
0,18.83159376
0,18.83159376
0,18.83159376
0,18.83159376
0,18.83159376
0,18.6449242
0,18.6449242
0,18.6449242
0,18.6449242
0,18.6449242
0,18.46239625
0,18.46239625
0,18.46239625
0,18.46239625
0,18.46239625
0,18.46239625
0,18.2784781
0,18.2784781
0,18.2784781
0,18.2784781
0,18.2784781
0,18.08740194
0,18.08740194
0,18.08740194
0,18.08740194
0,18.08740194
0,18.08740194
0,17.89079992
0,17.89079992
0,17.89079992
0,17.89079992
0,17.89079992
0,17.70720081
0,17.70720081
0,17.70720081
0,17.70720081
0,17.70720081
0,17.70720081
0,17.51878013
0,17.51878013
0,17.51878013
0,17.51878013
0,17.51878013
0,17.51878013
0,17.3225714
0,17.3225714
0,17.3225714
0,17.3225714
0,17.3225714
0,17.3225714
0,17.12481248
0,17.12481248
0,17.12481248
0,17.12481248
0,17.12481248
0,17.12481248
0,16.92731917
0,16.92731917
0,16.92731917
0,16.92731917
0,16.92731917
0,16.92731917
0,16.72710728
0,16.72710728
0,16.72710728
0,16.72710728
0,16.72710728
0,16.72710728
0,16.53107056
0,16.53107056
0,16.53107056
0,16.53107056
0,16.53107056
0,16.53107056
0,16.31952321
0,16.31952321
0,16.31952321
0,16.31952321
0,16.31952321
0,16.31952321
0,16.12800475
0,16.12800475
0,16.12800475
0,16.12800475
0,16.12800475
0,16.12800475
0,15.91655903
0,15.91655903
0,15.91655903
0,15.91655903
0,15.91655903
0,15.91655903
0,15.91655903
0,15.71369645
0,15.71369645
0,15.71369645
0,15.71369645
0,15.71369645
0,15.71369645
0,15.50839625
0,15.50839625
0,15.50839625
0,15.50839625
0,15.50839625
0,15.50839625
0,15.50839625
0,15.28870814
0,15.28870814
0,15.28870814
0,15.28870814
0,15.28870814
0,15.28870814
0,15.07673682
0,15.07673682
0,15.07673682
0,15.07673682
0,15.07673682
0,15.07673682
0,15.07673682
0,14.86117066
0,14.86117066
0,14.86117066
0,14.86117066
0,14.86117066
0,14.86117066
0,14.86117066
0,14.64014166
0,14.64014166
0,14.64014166
0,14.64014166
0,14.64014166
0,14.64014166
0,14.64014166
0,14.42813024
0,14.42813024
0,14.42813024
0,14.42813024
0,14.42813024
0,14.42813024
0,14.42813024
0,14.1980817
0,14.1980817
0,14.1980817
0,14.1980817
0,14.1980817
0,14.1980817
0,14.1980817
0,13.97137823
0,13.97137823
0,13.97137823
0,13.97137823
0,13.97137823
0,13.97137823
0,13.97137823
0,13.74904015
0,13.74904015
0,13.74904015
0,13.74904015
0,13.74904015
0,13.74904015
0,13.74904015
0,13.74904015
0,13.51657301
0,13.51657301
0,13.51657301
0,13.51657301
0,13.51657301
0,13.51657301
0,13.51657301
0,13.28247033
0,13.28247033
0,13.28247033
0,13.28247033
0,13.28247033
0,13.28247033
0,13.28247033
0,13.28247033
0,13.04396599
0,13.04396599
0,13.04396599
0,13.04396599
0,13.04396599
0,13.04396599
0,13.04396599
0,13.04396599
0,12.80272852
0,12.80272852
0,12.80272852
0,12.80272852
0,12.80272852
0,12.80272852
0,12.80272852
0,12.80272852
0,12.56312973
0,12.56312973
0,12.56312973
0,12.56312973
0,12.56312973
0,12.56312973
0,12.56312973
0,12.56312973
0,12.3154681
0,12.3154681
0,12.3154681
0,12.3154681
0,12.3154681
0,12.3154681
0,12.3154681
0,12.3154681
0,12.06024575
0,12.06024575
0,12.06024575
0,12.06024575
0,12.06024575
0,12.06024575
0,12.06024575
0,12.06024575
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.80970084
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.54885106
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.28579643
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,11.01266401
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.7480769
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.46294887
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,10.18266686
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.888917787
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.590481639
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,9.291245231
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.977522976
0,8.655161073
0,8.655161073
